@relation 'job_change_data_scientist-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,13-weka.filters.unsupervised.attribute.NumericToBinary-R13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,13-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R9-10'

@attribute city {city_103,city_40,city_21,city_115,city_162,city_176,city_160,city_46,city_61,city_114,city_13,city_159,city_102,city_67,city_100,city_16,city_71,city_104,city_64,city_101,city_83,city_105,city_73,city_75,city_41,city_11,city_93,city_90,city_36,city_20,city_57,city_152,city_19,city_65,city_74,city_173,city_136,city_98,city_97,city_50,city_138,city_82,city_157,city_89,city_150,city_70,city_175,city_94,city_28,city_59,city_165,city_145,city_142,city_26,city_12,city_37,city_43,city_116,city_23,city_99,city_149,city_10,city_45,city_80,city_128,city_158,city_123,city_7,city_72,city_106,city_143,city_78,city_109,city_24,city_134,city_48,city_144,city_91,city_146,city_133,city_126,city_118,city_9,city_167,city_27,city_84,city_54,city_39,city_79,city_76,city_77,city_81,city_131,city_44,city_117,city_155,city_33,city_141,city_127,city_62,city_53,city_25,city_2,city_69,city_120,city_111,city_30,city_1,city_140,city_179,city_55,city_14,city_42,city_107,city_18,city_139,city_180,city_166,city_121,city_129,city_8,city_31,city_171}
@attribute city_development_index numeric
@attribute gender {Male,Female,Other}
@attribute relevent_experience {'Has relevent experience','No relevent experience'}
@attribute enrolled_university {no_enrollment,'Full time course','Part time course'}
@attribute education_level {Graduate,Masters,'High School',Phd,'Primary School'}
@attribute major_discipline {STEM,'Business Degree',Arts,Humanities,'No Major',Other}
@attribute experience {>20,15,5,<1,11,13,7,17,2,16,1,4,10,14,18,19,12,3,6,9,8,20}
@attribute training_hours numeric
@attribute target_binarized {0,1}

@data
city_145,0.555,Female,'No relevent experience','Full time course',Graduate,STEM,2,23,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Graduate,STEM,6,70,0
city_160,0.92,Female,'No relevent experience','Full time course',Graduate,STEM,<1,29,0
city_81,0.73,Male,'No relevent experience','Full time course',Graduate,STEM,4,326,0
city_103,0.92,Female,'No relevent experience',no_enrollment,Masters,Humanities,4,23,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Graduate,STEM,16,89,0
city_114,0.926,Female,'Has relevent experience',no_enrollment,Masters,STEM,15,74,0
city_67,0.855,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,108,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,Other,6,23,0
city_73,0.754,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,72,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,32,0
city_104,0.924,Male,'Has relevent experience',no_enrollment,Masters,STEM,11,196,0
city_16,0.91,Male,'No relevent experience',no_enrollment,Graduate,STEM,<1,12,0
city_73,0.754,Male,'Has relevent experience','Full time course','High School',STEM,6,5,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Masters,STEM,16,2,0
city_143,0.74,Male,'No relevent experience',no_enrollment,Graduate,STEM,14,38,0
city_75,0.939,Female,'Has relevent experience',no_enrollment,Graduate,STEM,6,7,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,4,78,0
city_24,0.698,Female,'No relevent experience',no_enrollment,Graduate,STEM,16,160,0
city_160,0.92,Female,'Has relevent experience',no_enrollment,Graduate,STEM,>20,19,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Masters,Humanities,10,33,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,16,306,0
city_41,0.827,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,8,0
city_21,0.624,Female,'Has relevent experience',no_enrollment,Graduate,STEM,2,84,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Masters,STEM,8,79,0
city_114,0.926,Male,'No relevent experience',no_enrollment,'High School',STEM,5,108,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,28,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Masters,STEM,4,46,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Masters,STEM,8,72,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,9,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,54,0
city_21,0.624,Male,'No relevent experience','Full time course',Graduate,STEM,4,160,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,'High School',STEM,10,109,0
city_73,0.754,Male,'No relevent experience','Full time course','High School',STEM,5,23,0
city_21,0.624,Male,'No relevent experience','Full time course',Graduate,STEM,4,15,0
city_75,0.939,Male,'Has relevent experience','Full time course','High School',STEM,5,25,0
city_67,0.855,Male,'Has relevent experience',no_enrollment,Masters,STEM,10,3,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Masters,STEM,7,192,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,Arts,5,42,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,4,26,0
city_55,0.739,Male,'No relevent experience',no_enrollment,Masters,STEM,<1,43,0
city_136,0.897,Male,'No relevent experience','Full time course',Masters,STEM,5,31,0
city_21,0.624,Male,'No relevent experience',no_enrollment,Graduate,STEM,5,32,0
city_67,0.855,Male,'Has relevent experience',no_enrollment,Masters,STEM,14,44,0
city_61,0.913,Male,'Has relevent experience',no_enrollment,Graduate,STEM,19,28,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,12,0
city_138,0.836,Male,'No relevent experience',no_enrollment,'High School',STEM,5,76,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Graduate,STEM,4,18,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,6,0
city_75,0.939,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,35,0
city_100,0.887,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,43,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Masters,STEM,15,11,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,37,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,4,0
city_102,0.804,Male,'No relevent experience','Full time course',Graduate,STEM,6,42,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,25,0
city_13,0.827,Male,'Has relevent experience',no_enrollment,Masters,STEM,4,48,0
city_116,0.743,Male,'Has relevent experience',no_enrollment,Graduate,STEM,12,6,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Masters,STEM,7,15,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,Humanities,<1,87,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,7,50,0
city_75,0.939,Male,'Has relevent experience',no_enrollment,Phd,STEM,14,117,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,Humanities,2,5,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,'Business Degree',15,61,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Phd,STEM,>20,11,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Masters,STEM,>20,62,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,15,0
city_46,0.762,Male,'Has relevent experience',no_enrollment,Graduate,STEM,9,2,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Graduate,Other,>20,46,0
city_103,0.92,Other,'No relevent experience',no_enrollment,Graduate,STEM,>20,70,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,4,22,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,'Business Degree',10,15,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,4,53,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,12,32,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,17,122,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,Humanities,>20,32,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,38,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,5,31,0
city_11,0.55,Female,'Has relevent experience',no_enrollment,Graduate,STEM,5,280,0
city_176,0.764,Male,'Has relevent experience',no_enrollment,Graduate,STEM,4,36,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,1,86,0
city_138,0.836,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,33,0
city_48,0.493,Male,'No relevent experience',no_enrollment,Graduate,STEM,5,29,0
city_67,0.855,Male,'Has relevent experience','Full time course',Graduate,STEM,4,30,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,Arts,>20,60,0
city_73,0.754,Male,'Has relevent experience',no_enrollment,Graduate,STEM,19,15,0
city_67,0.855,Male,'No relevent experience','Full time course','High School',STEM,4,113,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,27,0
city_103,0.92,Male,'No relevent experience','Full time course','High School',STEM,3,46,0
city_102,0.804,Male,'No relevent experience','Full time course','High School',STEM,3,67,0
city_16,0.91,Male,'Has relevent experience','Part time course',Graduate,STEM,11,23,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,58,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,12,152,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,9,0
city_75,0.939,Male,'No relevent experience',no_enrollment,Graduate,STEM,5,106,0
city_16,0.91,Male,'No relevent experience',no_enrollment,Graduate,Other,7,21,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Masters,STEM,15,91,0
city_114,0.926,Female,'Has relevent experience','Part time course',Graduate,Other,5,138,0
city_50,0.896,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,46,0
city_134,0.698,Male,'Has relevent experience','Full time course',Masters,Other,>20,52,0
city_71,0.884,Male,'No relevent experience',no_enrollment,Phd,STEM,>20,28,0
city_24,0.698,Male,'Has relevent experience',no_enrollment,Masters,STEM,9,31,0
city_80,0.847,Male,'No relevent experience','Part time course',Graduate,STEM,4,19,0
city_21,0.624,Male,'No relevent experience','Full time course',Graduate,STEM,2,6,0
city_103,0.92,Male,'Has relevent experience','Full time course',Graduate,STEM,4,20,0
city_16,0.91,Male,'No relevent experience','Full time course',Graduate,STEM,>20,153,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Phd,STEM,10,52,0
city_114,0.926,Male,'Has relevent experience','Full time course',Graduate,STEM,7,140,0
city_1,0.847,Male,'No relevent experience',no_enrollment,Masters,STEM,4,33,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,19,119,0
city_36,0.893,Male,'Has relevent experience','Part time course',Graduate,STEM,11,67,0
city_16,0.91,Female,'Has relevent experience',no_enrollment,Graduate,STEM,5,4,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,29,0
city_23,0.899,Male,'Has relevent experience','Part time course','High School',STEM,7,106,0
city_138,0.836,Female,'Has relevent experience',no_enrollment,Graduate,STEM,16,130,0
city_105,0.794,Female,'Has relevent experience','Part time course',Masters,STEM,5,304,0
city_33,0.448,Male,'Has relevent experience',no_enrollment,Graduate,STEM,4,16,0
city_46,0.762,Male,'Has relevent experience',no_enrollment,Masters,STEM,4,12,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,85,0
city_16,0.91,Male,'No relevent experience',no_enrollment,'High School',STEM,7,104,0
city_10,0.895,Male,'Has relevent experience',no_enrollment,'High School',STEM,12,37,0
city_160,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,>20,47,0
city_127,0.745,Male,'No relevent experience',no_enrollment,Masters,STEM,2,18,0
city_21,0.624,Male,'No relevent experience','Full time course',Graduate,STEM,4,125,0
city_100,0.887,Male,'Has relevent experience',no_enrollment,Masters,'No Major',>20,42,0
city_26,0.698,Male,'Has relevent experience',no_enrollment,'High School',STEM,11,294,0
city_136,0.897,Male,'No relevent experience',no_enrollment,Phd,STEM,>20,22,0
city_28,0.939,Male,'Has relevent experience',no_enrollment,Graduate,STEM,9,72,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,Humanities,8,65,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Masters,STEM,14,46,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,134,0
city_65,0.802,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,210,0
city_28,0.939,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,149,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,3,61,0
city_105,0.794,Male,'No relevent experience',no_enrollment,Graduate,STEM,12,44,0
city_90,0.698,Male,'Has relevent experience','Part time course',Graduate,STEM,10,64,0
city_65,0.802,Male,'Has relevent experience','Part time course',Graduate,STEM,10,22,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,102,0
city_152,0.698,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,51,0
city_21,0.624,Male,'No relevent experience','Full time course',Masters,STEM,4,13,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,10,91,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,15,0
city_128,0.527,Male,'Has relevent experience',no_enrollment,Graduate,STEM,9,16,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,Other,12,80,0
city_36,0.893,Male,'Has relevent experience','Part time course',Graduate,STEM,10,226,0
city_65,0.802,Male,'No relevent experience',no_enrollment,Graduate,STEM,10,5,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,13,151,0
city_67,0.855,Male,'Has relevent experience',no_enrollment,Masters,STEM,14,54,0
city_75,0.939,Male,'No relevent experience',no_enrollment,Masters,STEM,>20,13,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,100,0
city_21,0.624,Male,'No relevent experience',no_enrollment,'High School',STEM,7,150,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Masters,STEM,2,15,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,2,50,0
city_50,0.896,Male,'Has relevent experience',no_enrollment,Graduate,STEM,4,44,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,'High School',STEM,13,194,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,1,22,0
city_103,0.92,Male,'Has relevent experience','Full time course',Masters,STEM,11,34,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,8,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,STEM,20,84,0
city_90,0.698,Male,'No relevent experience',no_enrollment,Graduate,STEM,2,50,0
city_61,0.913,Male,'Has relevent experience',no_enrollment,Masters,STEM,15,45,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,11,62,0
city_16,0.91,Male,'Has relevent experience','Part time course','High School',STEM,4,84,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,61,0
city_165,0.903,Male,'Has relevent experience','Full time course',Masters,Humanities,9,100,0
city_36,0.893,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,27,0
city_159,0.843,Male,'Has relevent experience','Part time course',Graduate,STEM,>20,8,0
city_103,0.92,Female,'No relevent experience',no_enrollment,Graduate,STEM,6,61,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,'Business Degree',>20,48,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Masters,STEM,19,23,0
city_166,0.649,Male,'Has relevent experience',no_enrollment,'High School',STEM,5,25,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,14,31,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,6,8,0
city_67,0.855,Male,'Has relevent experience','Part time course','High School',STEM,5,288,0
city_116,0.743,Male,'Has relevent experience',no_enrollment,Graduate,STEM,9,144,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,31,0
city_19,0.682,Male,'No relevent experience','Full time course',Graduate,STEM,2,32,0
city_71,0.884,Male,'Has relevent experience',no_enrollment,Graduate,STEM,14,10,0
city_46,0.762,Male,'Has relevent experience','Part time course',Graduate,STEM,>20,26,0
city_99,0.915,Male,'Has relevent experience',no_enrollment,Graduate,STEM,10,58,0
city_23,0.899,Male,'No relevent experience',no_enrollment,Masters,STEM,>20,114,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Masters,STEM,<1,53,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,2,0
city_136,0.897,Male,'Has relevent experience','Full time course',Graduate,STEM,10,132,0
city_136,0.897,Male,'No relevent experience','Full time course',Graduate,STEM,3,66,0
city_99,0.915,Male,'Has relevent experience',no_enrollment,Graduate,STEM,3,124,0
city_21,0.624,Male,'Has relevent experience','Full time course',Graduate,STEM,5,5,0
city_64,0.666,Female,'Has relevent experience',no_enrollment,Graduate,STEM,6,18,0
city_100,0.887,Male,'Has relevent experience',no_enrollment,'High School',STEM,16,143,0
city_28,0.939,Male,'No relevent experience',no_enrollment,'High School',STEM,4,144,0
city_61,0.913,Male,'Has relevent experience',no_enrollment,Phd,STEM,>20,19,0
city_46,0.762,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,15,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Masters,Humanities,19,56,0
city_97,0.925,Male,'Has relevent experience','Full time course',Graduate,STEM,9,111,0
city_67,0.855,Male,'Has relevent experience',no_enrollment,Masters,STEM,16,248,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,9,41,0
city_149,0.689,Female,'No relevent experience',no_enrollment,Graduate,STEM,3,72,0
city_26,0.698,Male,'Has relevent experience','Full time course',Graduate,STEM,2,28,0
city_103,0.92,Male,'Has relevent experience','Full time course',Graduate,STEM,2,34,0
city_118,0.722,Male,'No relevent experience',no_enrollment,Graduate,STEM,2,102,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Masters,Humanities,8,100,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,3,98,0
city_103,0.92,Male,'Has relevent experience','Part time course',Masters,STEM,>20,50,0
city_102,0.804,Male,'Has relevent experience',no_enrollment,Graduate,STEM,17,16,0
city_72,0.795,Male,'Has relevent experience','Part time course',Graduate,STEM,5,80,0
city_73,0.754,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,7,0
city_71,0.884,Male,'Has relevent experience',no_enrollment,Graduate,STEM,18,92,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,40,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,Arts,9,16,0
city_104,0.924,Male,'No relevent experience','Full time course',Graduate,STEM,2,34,0
city_54,0.856,Male,'Has relevent experience',no_enrollment,Graduate,STEM,9,10,0
city_105,0.794,Male,'Has relevent experience','Part time course',Graduate,STEM,4,39,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,4,0
city_16,0.91,Male,'No relevent experience','Full time course','Primary School',STEM,1,7,0
city_71,0.884,Male,'Has relevent experience',no_enrollment,Masters,STEM,16,120,0
city_116,0.743,Male,'Has relevent experience','Part time course',Graduate,STEM,8,88,0
city_103,0.92,Male,'No relevent experience','Full time course',Graduate,'Business Degree',7,60,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,Humanities,4,13,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Graduate,STEM,>20,69,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Phd,STEM,>20,30,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,268,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,82,0
city_160,0.92,Female,'Has relevent experience',no_enrollment,Graduate,STEM,6,36,0
city_64,0.666,Male,'Has relevent experience',no_enrollment,Masters,Humanities,4,12,0
city_101,0.558,Male,'No relevent experience',no_enrollment,Graduate,STEM,6,21,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,9,68,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Graduate,STEM,15,51,0
city_13,0.827,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,34,0
city_21,0.624,Male,'Has relevent experience','Full time course',Graduate,STEM,>20,242,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,42,0
city_14,0.698,Male,'No relevent experience',no_enrollment,'Primary School',STEM,7,85,0
city_159,0.843,Male,'No relevent experience',no_enrollment,Graduate,STEM,4,62,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,'High School',STEM,>20,34,0
city_104,0.924,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,128,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,35,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,8,14,0
city_53,0.74,Male,'Has relevent experience',no_enrollment,Phd,STEM,9,144,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,8,25,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,Humanities,>20,54,0
city_16,0.91,Male,'No relevent experience',no_enrollment,'High School',STEM,4,52,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,6,0
city_103,0.92,Male,'No relevent experience',no_enrollment,'Primary School',STEM,7,32,0
city_71,0.884,Male,'Has relevent experience',no_enrollment,Graduate,STEM,16,75,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,3,17,0
city_104,0.924,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,17,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,Arts,>20,39,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,'High School',STEM,>20,51,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Masters,STEM,9,52,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,29,0
city_11,0.55,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,138,0
city_21,0.624,Male,'Has relevent experience','Full time course',Graduate,STEM,6,12,0
city_103,0.92,Male,'No relevent experience','Full time course','High School',STEM,6,82,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,6,18,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,'High School',STEM,7,41,0
city_75,0.939,Male,'No relevent experience',no_enrollment,Graduate,STEM,3,184,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Masters,Arts,10,34,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,7,27,0
city_23,0.899,Female,'No relevent experience','Full time course','High School',STEM,2,168,0
city_67,0.855,Male,'Has relevent experience',no_enrollment,'High School',STEM,16,34,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Graduate,STEM,13,31,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,34,0
city_23,0.899,Male,'Has relevent experience','Full time course',Graduate,STEM,10,108,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,Other,5,154,0
city_16,0.91,Female,'No relevent experience',no_enrollment,Graduate,STEM,5,100,0
city_105,0.794,Male,'Has relevent experience','Full time course',Masters,STEM,1,108,0
city_21,0.624,Male,'Has relevent experience','Full time course',Graduate,STEM,2,10,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,13,63,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,8,91,0
city_101,0.558,Male,'Has relevent experience','Part time course',Graduate,STEM,3,330,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,74,0
city_159,0.843,Male,'Has relevent experience',no_enrollment,Graduate,STEM,11,198,0
city_16,0.91,Male,'Has relevent experience','Full time course','High School',STEM,4,144,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,105,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,18,28,0
city_101,0.558,Male,'Has relevent experience','Part time course',Graduate,STEM,14,4,0
city_83,0.923,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,12,0
city_136,0.897,Male,'No relevent experience','Full time course',Graduate,STEM,2,36,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,23,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,90,0
city_16,0.91,Male,'No relevent experience',no_enrollment,'Primary School',STEM,6,3,0
city_90,0.698,Male,'No relevent experience',no_enrollment,Graduate,STEM,9,13,0
city_159,0.843,Male,'Has relevent experience',no_enrollment,Masters,STEM,7,43,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Masters,STEM,15,56,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Masters,STEM,9,12,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,184,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,4,12,0
city_152,0.698,Male,'Has relevent experience','Part time course',Masters,STEM,10,18,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,166,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Phd,STEM,>20,202,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,Humanities,>20,92,0
city_160,0.92,Male,'Has relevent experience','Part time course',Graduate,STEM,16,336,0
city_143,0.74,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,44,0
city_105,0.794,Male,'Has relevent experience',no_enrollment,Graduate,STEM,12,25,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,89,0
city_16,0.91,Male,'Has relevent experience','Full time course',Phd,STEM,14,26,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,15,286,0
city_23,0.899,Male,'Has relevent experience',no_enrollment,Graduate,STEM,18,112,0
city_100,0.887,Male,'Has relevent experience',no_enrollment,'High School',STEM,16,178,0
city_83,0.923,Male,'Has relevent experience','Part time course',Masters,STEM,6,10,0
city_162,0.767,Female,'No relevent experience',no_enrollment,Masters,STEM,3,26,0
city_19,0.682,Male,'No relevent experience','Full time course',Graduate,STEM,3,23,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,101,0
city_103,0.92,Male,'No relevent experience','Full time course',Graduate,STEM,5,24,0
city_103,0.92,Male,'No relevent experience','Full time course',Graduate,STEM,2,138,0
city_100,0.887,Male,'No relevent experience',no_enrollment,'Primary School',STEM,6,34,0
city_144,0.84,Male,'Has relevent experience',no_enrollment,Graduate,STEM,17,20,0
city_114,0.926,Male,'No relevent experience','Part time course',Graduate,STEM,2,184,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,14,45,0
city_84,0.698,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,86,0
city_21,0.624,Male,'No relevent experience','Full time course',Graduate,STEM,4,20,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,10,10,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,'High School',STEM,6,22,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,40,0
city_75,0.939,Male,'Has relevent experience',no_enrollment,Graduate,STEM,17,71,0
city_103,0.92,Other,'Has relevent experience',no_enrollment,Graduate,STEM,7,22,0
